fuID,Label,Status,ReleasibilityType,LocationTypeList,InterpolationRole,PointType,StartLifeSpan,EndLifeSpan,HorizontalDatum,VerticalDatum
LOC_CS_2734,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2735,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2736,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2737,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2738,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2739,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2740,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2741,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2742,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2743,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2744,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2745,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2746,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2747,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2748,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2749,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2750,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2751,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2752,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2753,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2754,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2755,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2756,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2757,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2758,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2759,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2760,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2761,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2762,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2763,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2764,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2765,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2766,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2767,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2768,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2769,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2770,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2771,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2772,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2773,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2774,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2775,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2776,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2777,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2778,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2779,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2780,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2781,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2782,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2783,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2784,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2785,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2786,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2787,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2788,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2789,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2790,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2791,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2792,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2793,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2794,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2795,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2796,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2797,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2798,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2799,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2800,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2801,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2802,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2803,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2804,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2805,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2806,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2807,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2808,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2809,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2810,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2811,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2812,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2813,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2814,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2815,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2816,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2817,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2818,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2819,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2820,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2821,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2822,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2823,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2824,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2825,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2826,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2827,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2828,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2829,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2830,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2831,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2832,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2833,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2834,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2835,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2836,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2837,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2838,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2839,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2840,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2841,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2842,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2843,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2844,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2845,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2846,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2847,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2848,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2849,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2850,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2851,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2852,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2853,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2854,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2855,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2856,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2857,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2858,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2859,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2860,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2861,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2862,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2863,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2864,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2865,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2866,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2867,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2868,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2869,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2870,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2871,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_CS_2872,Outer Limit Point of Continental Shelf,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
